timestamp,value,label,KPI ID,missing,is_test
1749203781,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203796,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203811,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203826,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203841,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203856,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203871,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203886,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203901,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203916,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203931,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203946,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203961,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203976,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749203991,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204006,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204021,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204036,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204051,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204066,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204081,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204096,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204111,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204126,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204141,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204156,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204171,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204186,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204201,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204216,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204231,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204246,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204261,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204276,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204291,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204306,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204321,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204336,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204351,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204366,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204381,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204396,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204411,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204426,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204441,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204456,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204471,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204486,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
1749204501,1.0,0.0,052a774d-a82c-567b-852e-cac810450836,0,0
