timestamp,value,label,KPI ID,missing,is_test
1749964307,37281232,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964322,27662416,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964337,29071320,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964351,56817853.643295325,1,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964352,30469304,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964367,31893752,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964382,33117272,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964397,34523808,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964412,35982592,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964427,37346432,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964442,27699096,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964457,28993600,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964472,30349496,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964487,30071152,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964502,33963816,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964517,35604704,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964532,37044248,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964547,38473232,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964562,39830864,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964562,12049583.302572545,1,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964577,41278408,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964592,27926720,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964607,28993296,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964622,30359672,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964637,31781544,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964652,33129728,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964667,34478264,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964668,11169328.88238874,1,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964682,36002968,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964697,37375912,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964712,27518256,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964727,28692064,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964742,30128960,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964757,31518824,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964772,32863824,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964787,34339112,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964802,35663640,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964817,37031928,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964832,27526664,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964847,28696896,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964862,30087048,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964877,31545008,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964892,32934624,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964907,34327720,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964922,35835856,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964937,37158424,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964952,27649448,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964967,28800056,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964982,31411072,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749964997,33441976,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965012,39132016,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965023,55712498.51396006,1,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965027,40597248,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965042,42089400,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965042,18123830.2912338,1,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965057,43455920,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965068,19275011.756234974,1,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965072,44862624,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965087,46242520,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965102,48023416,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965117,49388160,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965132,33001928,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965147,34292896,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965162,35785496,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
1749965177,37122040,0,e916f0b7-4230-5daf-ae9d-be3c2fbcd42f,0,0
