uuid,timestamp,value,true_label,predicted_anomaly,threshold,is_above_threshold
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,5199.88671875,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,116.47265625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,4233.21484375,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,1672.85546875,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,96.46484375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,95.98046875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.3984375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,119.5078125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,119.24609375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,34.4375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.3125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,34.0390625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,47.578125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,46.171875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.4140625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,121.22265625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.30078125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,13.484375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,94.6328125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,150.23828125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,149.859375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.29296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,65.6484375,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,65.265625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.30078125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,30.9296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,30.5625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.203125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,835.8359375,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,835.5703125,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,143.1796875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,133.8203125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,8.97265625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,32.91015625,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.29296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,32.53125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,13.17578125,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,12.91796875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,2489.78515625,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,334.35546875,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.29296875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,333.9765625,1,1,179.6653210009774,1
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,102.60546875,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,0.75,1,1,179.6653210009774,0
31f390b4-8046-5d73-a22f-0ae7be6c3ef1,1749276647,101.8828125,1,1,179.6653210009774,0
