timestamp,value,label,KPI ID,missing,is_test
1749274562,5055.71484375,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,116.07421875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,4085.1328125,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,1593.32421875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,86.8359375,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.3984375,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,115.29296875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.296875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,113.1875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,34.5390625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,34.11328125,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,50.19140625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,47.6015625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.4140625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,104.71484375,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.30078125,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,9.5390625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,94.828125,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,151.453125,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,151.07421875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.29296875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,65.81640625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,65.4296875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,30.62890625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,30.34765625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.203125,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,882.09375,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,0.296875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,705.53515625,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
1749274562,142.96875,0.0,31f390b4-8046-5d73-a22f-0ae7be6c3ef1,0,0
